date,P,T,ET,ONI,Q_obs
2020-08-05,3.79,14.9,2.5,-0.86,4.08
2020-08-06,3.44,14.83,2.19,-0.86,4.0
2020-08-07,3.04,17.76,2.98,-0.86,3.42
2020-08-08,2.95,15.05,2.21,-0.86,4.21
2020-08-09,5.57,13.12,2.68,-0.86,5.44
2020-08-10,3.21,14.24,2.24,-0.86,4.4
2020-08-11,3.6,16.72,3.58,-0.86,4.16
2020-08-12,15.66,15.27,2.63,-0.86,12.08
2020-08-13,3.19,15.38,1.87,-0.86,4.4
2020-08-14,3.0,16.91,3.47,-0.86,3.58
2020-08-15,2.67,14.54,2.72,-0.86,3.98
2020-08-16,11.77,16.2,2.68,-0.86,9.42
2020-08-17,2.7,14.61,2.55,-0.86,4.27
2020-08-18,5.71,16.06,2.03,-0.86,5.73
2020-08-19,5.15,14.87,1.61,-0.86,6.23
2020-08-20,2.7,15.02,2.34,-0.86,3.62
2020-08-21,3.59,16.26,3.09,-0.86,4.23
2020-08-22,17.05,16.14,2.68,-0.86,13.39
2020-08-23,3.11,15.01,3.04,-0.86,3.99
2020-08-24,4.16,14.62,2.82,-0.86,5.71
2020-08-25,3.09,17.07,2.67,-0.86,3.83
2020-08-26,3.77,15.83,2.95,-0.86,4.0
2020-08-27,2.61,14.62,2.9,-0.86,3.29
2020-08-28,2.89,14.27,2.21,-0.86,4.39
2020-08-29,3.62,16.26,2.45,-0.86,5.0
2020-08-30,3.06,15.14,2.43,-0.86,4.91
2020-08-31,2.45,14.77,1.35,-0.86,4.77
2020-09-01,2.45,15.08,2.47,-0.67,4.16
2020-09-02,10.35,15.31,2.69,-0.67,7.92
2020-09-03,4.05,14.81,2.38,-0.67,4.44
2020-09-04,3.69,16.3,2.68,-0.67,4.92
2020-09-05,6.6,16.34,2.53,-0.67,6.99
2020-09-06,5.19,15.44,1.62,-0.67,5.26
2020-09-07,2.92,16.42,3.23,-0.67,4.61
2020-09-08,2.44,14.75,2.17,-0.67,2.95
2020-09-09,2.82,15.54,2.18,-0.67,4.26
2020-09-10,11.37,15.9,3.03,-0.67,8.83
2020-09-11,3.12,15.89,2.87,-0.67,4.11
2020-09-12,4.02,15.74,2.57,-0.67,4.8
2020-09-13,2.47,15.37,2.71,-0.67,3.35
2020-09-14,2.21,16.94,2.18,-0.67,3.92
2020-09-15,3.4,13.92,2.16,-0.67,4.37
2020-09-16,2.18,14.35,2.77,-0.67,3.85
2020-09-17,4.28,14.26,1.97,-0.67,5.6
2020-09-18,2.5,14.05,1.81,-0.67,3.85
2020-09-19,6.82,12.09,1.94,-0.67,5.88
2020-09-20,2.72,16.1,2.56,-0.67,3.17
2020-09-21,6.09,13.2,2.34,-0.67,6.62
2020-09-22,3.01,14.61,1.74,-0.67,4.95
2020-09-23,3.15,12.68,0.98,-0.67,4.88
2020-09-24,6.28,15.11,2.74,-0.67,5.8
2020-09-25,2.04,13.4,1.68,-0.67,4.02
2020-09-26,9.86,12.96,1.8,-0.67,8.85
2020-09-27,8.19,14.54,1.41,-0.67,7.21
2020-09-28,2.3,13.45,2.53,-0.67,3.81
2020-09-29,3.22,13.58,2.28,-0.67,3.78
2020-09-30,1.94,14.46,2.39,-0.67,3.42
2020-10-01,1.99,15.2,2.5,-0.38,4.14
2020-10-02,3.44,13.24,1.26,-0.38,5.0
2020-10-03,1.89,13.02,1.66,-0.38,3.52
2020-10-04,2.53,14.22,2.05,-0.38,2.28
2020-10-05,1.87,14.83,2.02,-0.38,2.88
2020-10-06,9.82,15.92,2.38,-0.38,7.64
2020-10-07,6.29,12.87,2.13,-0.38,5.73
2020-10-08,3.53,13.76,2.57,-0.38,4.22
2020-10-09,6.22,15.54,1.84,-0.38,6.04
2020-10-10,9.55,16.48,2.57,-0.38,7.44
2020-10-11,5.19,12.91,2.32,-0.38,5.45
2020-10-12,3.24,13.21,1.71,-0.38,4.45
2020-10-13,3.18,14.54,2.2,-0.38,3.96
2020-10-14,2.17,13.38,2.29,-0.38,4.58
2020-10-15,2.09,13.15,2.08,-0.38,3.35
2020-10-16,3.72,14.35,2.52,-0.38,3.19
2020-10-17,1.71,15.91,2.52,-0.38,4.02
2020-10-18,3.79,12.47,1.85,-0.38,4.0
2020-10-19,2.06,15.83,2.01,-0.38,3.83
2020-10-20,1.63,13.34,2.2,-0.38,2.66
2020-10-21,5.66,14.44,2.31,-0.38,5.48
2020-10-22,2.28,15.93,2.09,-0.38,3.35
2020-10-23,1.74,14.4,2.49,-0.38,3.39
2020-10-24,3.03,13.65,2.66,-0.38,3.39
2020-10-25,2.12,14.87,2.07,-0.38,2.77
2020-10-26,2.58,13.8,1.88,-0.38,3.49
2020-10-27,3.94,14.63,1.99,-0.38,3.88
2020-10-28,4.07,13.76,1.49,-0.38,3.34
2020-10-29,2.26,15.03,3.16,-0.38,2.51
2020-10-30,2.02,12.33,1.77,-0.38,4.44
2020-10-31,1.96,12.78,1.67,-0.38,2.03
2020-11-01,2.31,12.31,1.5,-0.36,3.26
2020-11-02,6.13,13.94,2.04,-0.36,5.02
2020-11-03,2.7,12.17,1.65,-0.36,4.3
2020-11-04,6.26,13.18,2.65,-0.36,4.55
2020-11-05,13.79,12.68,1.5,-0.36,9.88
2020-11-06,1.83,15.79,1.85,-0.36,3.61
2020-11-07,2.89,12.83,2.25,-0.36,3.59
2020-11-08,3.15,12.48,1.93,-0.36,3.5
2020-11-09,3.97,14.33,2.16,-0.36,4.25
2020-11-10,2.95,16.06,2.73,-0.36,3.36
2020-11-11,1.36,13.91,2.24,-0.36,2.54
2020-11-12,3.74,14.01,2.18,-0.36,4.45
2020-11-13,2.07,15.61,1.88,-0.36,3.31
2020-11-14,1.29,15.12,1.7,-0.36,2.93
2020-11-15,1.72,14.59,2.01,-0.36,2.9
2020-11-16,16.39,13.39,1.67,-0.36,11.64
2020-11-17,8.86,14.65,2.4,-0.36,7.76
2020-11-18,1.25,12.48,1.25,-0.36,3.11
2020-11-19,1.85,13.37,1.93,-0.36,3.73
2020-11-20,6.54,15.85,2.41,-0.36,5.13
2020-11-21,1.8,15.71,2.44,-0.36,2.02
2020-11-22,1.22,14.68,2.46,-0.36,3.63
2020-11-23,1.52,11.86,1.75,-0.36,2.81
2020-11-24,1.24,12.74,1.74,-0.36,2.87
2020-11-25,2.11,13.39,2.61,-0.36,2.29
2020-11-26,1.13,14.01,2.07,-0.36,1.79
2020-11-27,1.15,12.73,2.58,-0.36,1.93
2020-11-28,20.74,13.95,2.06,-0.36,13.79
2020-11-29,21.43,16.39,2.55,-0.36,14.1
2020-11-30,2.64,14.76,2.26,-0.36,4.13
2020-12-01,3.0,14.56,2.38,-0.6,4.06
2020-12-02,1.42,13.1,1.9,-0.6,4.15
2020-12-03,1.34,12.37,1.99,-0.6,3.81
2020-12-04,1.15,12.88,2.64,-0.6,2.81
2020-12-05,1.3,12.36,2.37,-0.6,3.34
2020-12-06,2.05,14.49,2.7,-0.6,3.11
2020-12-07,13.91,14.88,1.8,-0.6,10.3
2020-12-08,5.7,13.28,1.62,-0.6,5.98
2020-12-09,1.73,14.64,2.38,-0.6,3.79
2020-12-10,3.83,16.25,2.85,-0.6,4.03
2020-12-11,1.6,16.86,2.42,-0.6,3.49
2020-12-12,3.81,15.45,2.14,-0.6,5.78
2020-12-13,1.12,14.34,2.81,-0.6,2.97
2020-12-14,1.44,15.46,2.69,-0.6,2.84
2020-12-15,3.17,16.22,2.96,-0.6,3.62
2020-12-16,5.22,12.22,1.76,-0.6,5.44
2020-12-17,4.54,16.43,2.36,-0.6,3.86
2020-12-18,8.33,14.02,2.58,-0.6,7.72
2020-12-19,1.37,14.06,2.1,-0.6,3.51
2020-12-20,3.12,14.3,2.0,-0.6,3.66
2020-12-21,13.61,15.14,2.01,-0.6,10.2
2020-12-22,1.25,13.45,1.91,-0.6,2.94
2020-12-23,2.45,14.47,2.62,-0.6,3.76
2020-12-24,1.52,15.47,1.82,-0.6,3.25
2020-12-25,5.28,15.13,2.62,-0.6,5.24
2020-12-26,1.46,15.35,2.12,-0.6,2.52
2020-12-27,4.27,14.54,2.2,-0.6,4.35
2020-12-28,1.16,15.79,2.41,-0.6,3.28
2020-12-29,7.8,16.25,2.45,-0.6,6.24
2020-12-30,1.73,16.21,2.42,-0.6,1.72
2020-12-31,1.04,15.56,2.26,-0.6,2.57
2021-01-01,5.86,16.17,2.3,-0.62,6.55
2021-01-02,3.43,16.12,3.05,-0.62,4.16
2021-01-03,5.94,18.32,2.86,-0.62,4.96
2021-01-04,6.6,16.6,2.54,-0.62,5.78
2021-01-05,3.96,15.06,2.1,-0.62,4.79
2021-01-06,2.64,14.1,2.05,-0.62,2.8
2021-01-07,1.01,14.92,2.08,-0.62,2.24
2021-01-08,1.02,14.86,2.64,-0.62,2.76
2021-01-09,9.47,15.91,2.18,-0.62,8.24
2021-01-10,1.14,14.48,1.37,-0.62,2.71
2021-01-11,1.06,16.79,2.64,-0.62,3.35
2021-01-12,2.3,13.72,2.05,-0.62,2.85
2021-01-13,1.06,13.46,1.89,-0.62,0.79
2021-01-14,6.41,15.29,2.76,-0.62,5.69
2021-01-15,1.07,14.48,1.18,-0.62,2.97
2021-01-16,10.2,14.01,2.83,-0.62,7.93
2021-01-17,1.09,14.79,2.74,-0.62,2.91
2021-01-18,1.6,14.68,2.05,-0.62,2.89
2021-01-19,1.93,15.64,2.27,-0.62,2.72
2021-01-20,9.71,14.91,2.54,-0.62,7.23
2021-01-21,2.86,15.04,2.57,-0.62,3.23
2021-01-22,2.36,15.72,2.2,-0.62,3.03
2021-01-23,10.96,16.98,2.0,-0.62,7.45
2021-01-24,1.56,17.56,3.58,-0.62,2.08
2021-01-25,1.15,16.01,2.88,-0.62,2.5
2021-01-26,1.44,16.13,2.58,-0.62,1.45
2021-01-27,3.2,15.68,2.52,-0.62,2.54
2021-01-28,2.27,16.51,2.82,-0.62,2.7
2021-01-29,1.16,16.43,2.86,-0.62,2.23
2021-01-30,2.66,17.59,1.9,-0.62,3.06
2021-01-31,1.17,13.77,2.02,-0.62,1.08
2021-02-01,2.75,15.79,2.29,-0.8,3.86
2021-02-02,5.46,16.51,2.51,-0.8,3.93
2021-02-03,2.41,16.11,2.82,-0.8,2.34
2021-02-04,1.6,15.04,1.64,-0.8,1.93
2021-02-05,1.22,14.65,1.76,-0.8,2.89
2021-02-06,1.39,17.21,2.41,-0.8,2.29
2021-02-07,2.6,15.37,2.47,-0.8,2.5
2021-02-08,5.66,14.2,2.56,-0.8,4.27
2021-02-09,1.27,17.37,3.36,-0.8,2.04
2021-02-10,2.3,16.93,2.52,-0.8,1.89
2021-02-11,3.86,16.27,2.87,-0.8,3.51
2021-02-12,1.69,15.35,2.69,-0.8,1.79
2021-02-13,3.14,16.34,2.77,-0.8,3.12
2021-02-14,1.34,17.97,2.79,-0.8,2.02
2021-02-15,2.14,14.61,2.13,-0.8,2.07
2021-02-16,1.63,14.7,1.88,-0.8,1.07
2021-02-17,5.38,15.86,2.03,-0.8,4.18
2021-02-18,4.55,16.61,2.73,-0.8,2.95
2021-02-19,1.42,16.08,2.49,-0.8,1.92
2021-02-20,1.6,17.48,2.56,-0.8,1.78
2021-02-21,1.54,18.05,3.07,-0.8,1.36
2021-02-22,2.14,17.11,2.59,-0.8,1.46
2021-02-23,10.08,17.48,2.36,-0.8,7.59
2021-02-24,2.52,17.16,2.57,-0.8,2.35
2021-02-25,5.52,16.88,2.96,-0.8,5.43
2021-02-26,1.49,15.34,1.99,-0.8,2.18
2021-02-27,6.22,15.69,2.54,-0.8,5.01
2021-02-28,1.7,15.34,2.38,-0.8,2.24
2021-03-01,3.54,16.81,2.32,-0.63,3.45
2021-03-02,6.83,17.3,2.58,-0.63,5.72
2021-03-03,3.56,15.31,1.77,-0.63,4.14
2021-03-04,3.53,17.16,2.72,-0.63,2.42
2021-03-05,2.46,16.05,1.96,-0.63,3.32
2021-03-06,3.18,15.85,2.91,-0.63,3.26
2021-03-07,1.7,16.41,2.52,-0.63,2.24
2021-03-08,3.46,15.84,2.25,-0.63,4.15
2021-03-09,2.18,17.94,3.26,-0.63,3.11
2021-03-10,2.96,17.04,2.24,-0.63,3.4
2021-03-11,4.4,18.25,2.54,-0.63,3.44
2021-03-12,1.72,16.77,1.88,-0.63,1.75
2021-03-13,1.9,16.84,3.15,-0.63,2.41
2021-03-14,5.09,19.6,3.79,-0.63,4.36
2021-03-15,2.54,15.43,1.74,-0.63,1.8
2021-03-16,6.2,18.94,2.61,-0.63,5.27
2021-03-17,1.97,19.41,3.04,-0.63,2.05
2021-03-18,2.65,18.37,2.65,-0.63,1.74
2021-03-19,3.09,17.07,2.65,-0.63,3.11
2021-03-20,4.78,19.21,2.93,-0.63,4.25
2021-03-21,2.0,17.13,2.83,-0.63,2.03
2021-03-22,12.58,16.69,2.22,-0.63,8.13
2021-03-23,2.26,17.09,2.74,-0.63,3.54
2021-03-24,2.24,16.9,2.19,-0.63,2.45
2021-03-25,3.05,16.47,2.41,-0.63,3.74
2021-03-26,2.44,18.96,2.25,-0.63,2.07
2021-03-27,2.23,16.71,2.45,-0.63,2.81
2021-03-28,3.97,17.63,2.51,-0.63,3.78
2021-03-29,2.09,15.95,2.87,-0.63,2.81
2021-03-30,2.16,17.74,2.74,-0.63,3.14
2021-03-31,17.51,16.33,2.6,-0.63,11.15
2021-04-01,2.06,16.32,2.54,-0.72,3.13
2021-04-02,2.18,17.62,1.89,-0.72,2.39
2021-04-03,2.32,19.04,2.16,-0.72,2.34
2021-04-04,3.74,18.31,2.72,-0.72,3.38
2021-04-05,2.34,18.41,2.97,-0.72,2.94
2021-04-06,2.19,17.66,2.65,-0.72,3.53
2021-04-07,2.19,17.43,2.37,-0.72,3.65
2021-04-08,5.11,18.79,2.82,-0.72,4.13
2021-04-09,4.69,17.18,2.55,-0.72,4.33
2021-04-10,2.73,18.87,3.24,-0.72,3.3
2021-04-11,2.49,19.36,3.29,-0.72,3.0
2021-04-12,3.3,16.88,2.41,-0.72,3.23
2021-04-13,9.33,17.07,2.64,-0.72,6.93
2021-04-14,12.79,17.26,2.8,-0.72,9.09
2021-04-15,3.74,16.16,2.69,-0.72,3.92
2021-04-16,2.42,17.37,3.37,-0.72,2.84
2021-04-17,2.38,19.5,3.01,-0.72,2.95
2021-04-18,4.09,16.69,3.07,-0.72,3.76
2021-04-19,2.54,19.55,2.57,-0.72,2.6
2021-04-20,4.04,17.44,2.46,-0.72,4.49
2021-04-21,2.54,20.51,2.32,-0.72,3.46
2021-04-22,2.44,17.16,2.73,-0.72,3.91
2021-04-23,6.25,17.81,3.03,-0.72,5.32
2021-04-24,11.5,16.89,1.61,-0.72,8.61
2021-04-25,2.98,17.16,2.75,-0.72,3.3
2021-04-26,2.55,19.6,3.28,-0.72,3.17
2021-04-27,2.52,18.56,3.1,-0.72,3.39
2021-04-28,2.78,19.23,2.51,-0.72,3.26
2021-04-29,4.28,16.42,2.87,-0.72,3.4
2021-04-30,3.51,18.79,2.92,-0.72,3.29
2021-05-01,3.06,16.83,2.86,-0.75,3.39
2021-05-02,2.79,16.4,2.51,-0.75,3.66
2021-05-03,2.61,18.29,3.0,-0.75,2.26
2021-05-04,14.05,18.27,3.28,-0.75,9.94
2021-05-05,3.71,18.06,2.73,-0.75,4.16
2021-05-06,2.93,18.85,3.04,-0.75,3.23
2021-05-07,4.9,19.04,3.46,-0.75,4.19
2021-05-08,2.74,19.75,3.01,-0.75,2.95
2021-05-09,2.72,16.55,2.13,-0.75,3.58
2021-05-10,2.72,19.78,3.34,-0.75,3.67
2021-05-11,2.69,20.23,3.71,-0.75,3.51
2021-05-12,4.46,17.53,3.24,-0.75,3.5
2021-05-13,4.76,15.96,2.78,-0.75,4.3
2021-05-14,2.8,16.29,1.61,-0.75,2.5
2021-05-15,4.4,17.39,2.45,-0.75,4.34
2021-05-16,6.64,20.35,2.92,-0.75,5.82
2021-05-17,4.47,17.95,2.81,-0.75,5.11
2021-05-18,4.65,17.18,3.35,-0.75,3.39
2021-05-19,4.9,17.08,2.23,-0.75,4.24
2021-05-20,2.82,16.31,3.44,-0.75,3.26
2021-05-21,2.82,18.94,2.79,-0.75,2.52
2021-05-22,7.01,17.76,2.46,-0.75,6.01
2021-05-23,7.81,20.38,3.5,-0.75,6.52
2021-05-24,3.95,18.6,3.26,-0.75,3.42
2021-05-25,2.92,18.83,3.18,-0.75,3.5
2021-05-26,2.89,17.53,2.42,-0.75,2.98
2021-05-27,4.61,16.5,2.78,-0.75,5.17
2021-05-28,3.81,16.74,2.2,-0.75,4.29
2021-05-29,3.36,16.13,2.2,-0.75,3.59
2021-05-30,4.07,18.85,2.89,-0.75,3.49
2021-05-31,3.05,17.28,2.36,-0.75,3.84
2021-06-01,3.52,18.87,3.35,-0.57,4.25
2021-06-02,13.06,17.87,2.55,-0.57,9.03
2021-06-03,4.04,17.34,2.61,-0.57,4.17
2021-06-04,12.99,16.27,2.19,-0.57,9.43
2021-06-05,4.65,18.01,3.22,-0.57,5.66
2021-06-06,2.95,17.37,2.44,-0.57,3.14
2021-06-07,2.95,18.7,3.36,-0.57,4.4
2021-06-08,4.42,16.73,3.04,-0.57,4.46
2021-06-09,3.07,18.31,2.67,-0.57,3.92
2021-06-10,13.84,19.52,3.04,-0.57,9.99
2021-06-11,6.36,17.85,2.59,-0.57,6.32
2021-06-12,3.18,18.45,3.09,-0.57,3.86
2021-06-13,6.45,18.17,2.75,-0.57,6.72
2021-06-14,3.2,19.74,2.89,-0.57,4.83
2021-06-15,4.32,17.88,2.8,-0.57,4.41
2021-06-16,5.53,18.25,2.2,-0.57,6.11
2021-06-17,9.54,17.34,2.67,-0.57,7.86
2021-06-18,8.28,16.43,2.82,-0.57,7.45
2021-06-19,3.73,15.89,2.54,-0.57,5.69
2021-06-20,3.16,18.83,3.31,-0.57,3.98
2021-06-21,7.85,16.07,2.36,-0.57,7.75
2021-06-22,3.11,18.15,2.64,-0.57,4.74
2021-06-23,8.07,17.73,2.31,-0.57,7.37
2021-06-24,11.91,18.3,2.68,-0.57,9.92
2021-06-25,3.53,16.56,3.37,-0.57,4.95
2021-06-26,3.29,16.2,2.64,-0.57,4.24
2021-06-27,3.03,17.57,2.5,-0.57,4.33
2021-06-28,16.57,16.74,2.21,-0.57,12.12
2021-06-29,3.32,15.58,1.8,-0.57,5.21
2021-06-30,11.63,19.36,2.67,-0.57,10.61
2021-07-01,3.66,16.05,2.81,-0.76,5.73
2021-07-02,4.45,15.78,2.3,-0.76,5.28
2021-07-03,3.66,16.65,2.21,-0.76,5.36
2021-07-04,8.07,18.42,2.52,-0.76,8.14
2021-07-05,3.04,14.28,2.5,-0.76,5.43
2021-07-06,3.8,18.25,2.81,-0.76,5.01
2021-07-07,5.68,15.72,2.21,-0.76,5.97
2021-07-08,4.22,17.1,2.54,-0.76,5.58
2021-07-09,3.86,15.94,3.37,-0.76,5.38
2021-07-10,3.08,19.11,3.45,-0.76,4.64
2021-07-11,3.0,16.84,3.21,-0.76,4.01
2021-07-12,3.36,15.81,1.77,-0.76,5.89
2021-07-13,5.91,16.26,2.48,-0.76,6.25
2021-07-14,6.45,16.7,2.35,-0.76,6.8
2021-07-15,6.91,16.77,2.83,-0.76,6.55
2021-07-16,8.11,17.05,3.08,-0.76,8.15
2021-07-17,2.96,16.49,2.7,-0.76,4.95
2021-07-18,3.23,14.81,1.97,-0.76,5.12
2021-07-19,7.69,16.02,2.24,-0.76,6.96
2021-07-20,5.55,17.12,2.92,-0.76,6.67
2021-07-21,4.46,15.56,2.72,-0.76,5.9
2021-07-22,3.15,17.13,2.73,-0.76,5.2
2021-07-23,4.46,16.33,2.6,-0.76,5.46
2021-07-24,3.27,16.0,2.52,-0.76,4.68
2021-07-25,2.93,17.66,2.86,-0.76,4.25
2021-07-26,2.9,14.1,2.5,-0.76,5.49
2021-07-27,4.52,15.34,2.65,-0.76,4.95
2021-07-28,3.92,17.6,2.75,-0.76,4.21
2021-07-29,4.23,18.28,2.82,-0.76,4.74
2021-07-30,6.6,18.79,2.88,-0.76,6.06
2021-07-31,4.81,16.08,2.2,-0.76,6.14
2021-08-01,7.36,16.53,2.26,-0.52,6.23
2021-08-02,14.7,16.93,2.86,-0.52,10.86
2021-08-03,4.34,17.44,2.43,-0.52,5.62
2021-08-04,5.67,16.26,2.86,-0.52,6.78
2021-08-05,2.82,16.96,2.62,-0.52,4.91
2021-08-06,5.48,16.36,2.88,-0.52,6.76
2021-08-07,3.6,16.4,2.82,-0.52,5.04
2021-08-08,3.02,14.64,2.63,-0.52,4.41
2021-08-09,4.97,15.31,2.21,-0.52,6.13
2021-08-10,3.3,15.05,2.52,-0.52,3.95
2021-08-11,5.25,14.21,2.53,-0.52,4.86
2021-08-12,6.0,13.62,1.52,-0.52,6.94
2021-08-13,2.76,15.06,3.04,-0.52,4.27
2021-08-14,4.91,15.22,3.29,-0.52,5.74
2021-08-15,2.81,15.63,2.82,-0.52,3.73
2021-08-16,4.59,16.14,2.84,-0.52,5.75
2021-08-17,3.73,15.67,2.69,-0.52,4.97
2021-08-18,2.83,15.1,2.24,-0.52,4.18
2021-08-19,2.82,14.28,2.2,-0.52,4.24
2021-08-20,2.84,16.39,2.94,-0.52,4.04
2021-08-21,2.61,15.19,1.99,-0.52,3.51
2021-08-22,2.73,14.76,1.89,-0.52,3.78
2021-08-23,2.57,15.02,2.19,-0.52,3.91
2021-08-24,2.57,14.33,2.51,-0.52,3.37
2021-08-25,2.55,14.54,1.94,-0.52,2.94
2021-08-26,4.7,14.48,2.18,-0.52,4.96
2021-08-27,2.71,14.77,2.27,-0.52,4.06
2021-08-28,4.69,15.88,2.08,-0.52,5.34
2021-08-29,3.26,15.55,1.46,-0.52,4.44
2021-08-30,2.85,16.88,2.22,-0.52,4.11
2021-08-31,2.46,16.45,2.67,-0.52,3.78
2021-09-01,3.08,17.32,2.89,-0.86,3.61
2021-09-02,6.5,15.61,2.64,-0.86,4.66
2021-09-03,3.55,15.56,2.68,-0.86,4.55
2021-09-04,9.73,14.3,1.99,-0.86,7.53
2021-09-05,3.2,15.84,2.14,-0.86,3.55
2021-09-06,5.92,14.04,2.36,-0.86,5.14
2021-09-07,4.73,13.03,1.97,-0.86,6.37
2021-09-08,7.17,16.6,2.95,-0.86,6.58
2021-09-09,2.42,13.24,2.24,-0.86,3.22
2021-09-10,7.16,15.24,2.9,-0.86,6.05
2021-09-11,3.74,13.63,1.96,-0.86,4.66
2021-09-12,2.39,16.02,2.93,-0.86,3.78
2021-09-13,2.42,16.15,3.34,-0.86,3.46
2021-09-14,6.66,15.25,2.41,-0.86,5.67
2021-09-15,2.46,16.08,2.71,-0.86,3.7
2021-09-16,2.71,14.57,1.91,-0.86,3.56
2021-09-17,2.22,17.22,3.04,-0.86,3.69
2021-09-18,4.07,15.41,2.86,-0.86,4.3
2021-09-19,3.21,13.41,1.91,-0.86,3.65
2021-09-20,2.21,14.56,2.52,-0.86,3.55
2021-09-21,2.12,14.27,2.35,-0.86,3.32
2021-09-22,2.1,14.13,2.38,-0.86,2.8
2021-09-23,2.07,12.42,2.29,-0.86,3.34
2021-09-24,2.16,14.85,2.54,-0.86,3.21
2021-09-25,2.04,12.7,1.95,-0.86,3.54
2021-09-26,3.91,11.32,2.13,-0.86,4.34
2021-09-27,2.16,13.92,2.63,-0.86,2.66
2021-09-28,6.26,13.4,1.89,-0.86,4.62
2021-09-29,2.09,13.26,2.09,-0.86,3.03
2021-09-30,2.17,10.55,0.98,-0.86,3.45
2021-10-01,2.13,13.24,2.32,-0.78,2.83
2021-10-02,4.76,14.03,2.69,-0.78,2.73
2021-10-03,1.9,13.46,2.02,-0.78,3.08
2021-10-04,3.23,14.67,2.35,-0.78,2.93
2021-10-05,1.86,15.86,2.39,-0.78,2.87
2021-10-06,3.04,14.8,2.17,-0.78,4.11
2021-10-07,3.71,15.4,2.5,-0.78,3.43
2021-10-08,4.02,15.48,2.11,-0.78,4.09
2021-10-09,1.99,12.92,1.94,-0.78,2.72
2021-10-10,4.19,14.65,1.94,-0.78,4.26
2021-10-11,3.25,15.31,2.63,-0.78,3.3
2021-10-12,2.95,13.58,2.23,-0.78,2.92
2021-10-13,2.13,13.14,1.9,-0.78,2.31
2021-10-14,1.75,14.72,2.32,-0.78,3.16
2021-10-15,8.02,12.3,1.86,-0.78,6.49
2021-10-16,2.1,12.76,2.47,-0.78,3.07
2021-10-17,1.7,13.26,1.91,-0.78,2.73
2021-10-18,1.81,14.59,2.54,-0.78,2.83
2021-10-19,1.66,14.3,1.96,-0.78,1.92
2021-10-20,5.17,15.27,2.72,-0.78,4.27
2021-10-21,1.62,12.92,2.45,-0.78,2.45
2021-10-22,2.57,12.85,2.46,-0.78,3.36
2021-10-23,7.36,14.65,2.89,-0.78,6.82
2021-10-24,1.87,13.06,2.18,-0.78,2.69
2021-10-25,4.65,13.29,2.59,-0.78,3.67
2021-10-26,8.49,11.78,2.52,-0.78,5.81
2021-10-27,4.92,14.35,1.8,-0.78,4.18
2021-10-28,5.55,15.85,2.24,-0.78,4.55
2021-10-29,3.18,12.77,1.42,-0.78,2.36
2021-10-30,1.46,15.23,2.81,-0.78,2.0
2021-10-31,3.54,13.93,1.59,-0.78,4.25
2021-11-01,4.22,11.88,1.17,-0.8,4.49
2021-11-02,2.21,12.93,1.6,-0.8,3.0
2021-11-03,2.24,12.86,1.33,-0.8,2.38
2021-11-04,1.47,13.63,2.25,-0.8,2.93
2021-11-05,1.37,14.51,1.84,-0.8,2.65
2021-11-06,1.91,16.23,1.86,-0.8,2.65
2021-11-07,1.47,12.3,1.93,-0.8,1.22
2021-11-08,3.86,13.44,2.12,-0.8,3.41
2021-11-09,3.1,12.95,1.29,-0.8,3.69
2021-11-10,3.69,12.51,1.69,-0.8,3.7
2021-11-11,1.34,14.15,2.19,-0.8,2.24
2021-11-12,2.82,14.05,2.06,-0.8,3.37
2021-11-13,5.64,11.88,1.75,-0.8,4.91
2021-11-14,1.72,14.08,2.68,-0.8,2.57
2021-11-15,1.58,12.62,2.85,-0.8,1.62
2021-11-16,1.78,14.09,2.09,-0.8,1.71
2021-11-17,1.73,15.61,1.91,-0.8,2.54
2021-11-18,1.59,14.65,2.2,-0.8,2.42
2021-11-19,1.76,14.32,2.33,-0.8,2.35
2021-11-20,3.69,13.49,2.1,-0.8,3.36
2021-11-21,1.34,14.21,2.48,-0.8,1.61
2021-11-22,1.54,14.82,3.21,-0.8,1.75
2021-11-23,1.79,14.72,1.62,-0.8,2.36
2021-11-24,1.28,14.05,2.01,-0.8,1.94
2021-11-25,3.69,14.45,2.88,-0.8,4.18
2021-11-26,1.14,12.62,1.78,-0.8,1.21
2021-11-27,3.68,13.33,2.42,-0.8,4.59
2021-11-28,1.44,15.08,2.61,-0.8,0.95
2021-11-29,1.17,15.26,2.88,-0.8,1.63
2021-11-30,1.2,14.38,3.02,-0.8,0.79
2021-12-01,2.93,16.06,2.64,-0.6,2.44
2021-12-02,3.97,14.91,1.64,-0.6,3.69
2021-12-03,1.12,14.04,1.93,-0.6,1.51
2021-12-04,2.71,12.87,2.91,-0.6,2.58
2021-12-05,2.06,16.08,1.95,-0.6,1.77
2021-12-06,2.96,15.3,2.59,-0.6,1.29
2021-12-07,1.78,16.56,1.58,-0.6,2.23
2021-12-08,1.05,17.02,2.11,-0.6,1.33
2021-12-09,1.72,12.9,2.39,-0.6,1.33
2021-12-10,1.64,12.92,2.05,-0.6,1.38
2021-12-11,16.03,11.05,1.61,-0.6,10.44
2021-12-12,1.96,15.61,2.12,-0.6,1.83
2021-12-13,1.04,15.32,1.6,-0.6,2.0
2021-12-14,9.35,14.67,2.58,-0.6,6.99
2021-12-15,13.46,13.11,1.95,-0.6,10.28
2021-12-16,1.05,14.49,1.67,-0.6,3.05
